44,TIMESTAMP,RECORD,AWS Mph WVc,AWD Deg WVc,SIG Deg WVc,Gust Mph Max,AvgT Deg_F Avg,ABP InHg Avg,Ltemp Deg_F Max,Batt Vdc Min
45,4/1/2019 0:00,7449,4.402,174.7,16.28,10.5,29.58,29.69,28.95,13.62
46,4/1/2019 1:00,7450,4.78,178.2,14.4,9.62,29.07,29.68,28.49,13.62
47,4/1/2019 2:00,7451,5.247,177.4,14.61,10.22,28.88,29.68,28.11,13.62
48,4/1/2019 3:00,7452,5.313,174.3,13.8,8.96,28.71,29.66,27.99,13.62
49,4/1/2019 4:00,7453,3.217,177.7,15.32,7.485,27.71,29.65,27.8,13.61
50,4/1/2019 5:00,7454,4.001,187,14.29,9.24,27.05,29.65,26.49,13.62
51,4/1/2019 6:00,7455,5.63,193.6,12.97,10.78,26.92,29.65,26.14,13.61
52,4/1/2019 7:00,7456,6.205,191.1,14.55,11.23,28.23,29.67,28.18,13.61
53,4/1/2019 8:00,7457,6.012,199.7,18.03,11.02,32.58,29.68,32.52,13.61
54,4/1/2019 9:00,7458,7.95,202.8,17.4,14.63,37.19,29.68,41.71,13.62
55,4/1/2019 10:00,7459,10.36,204.5,18.61,18.63,40.07,29.67,47.46,13.63
56,4/1/2019 11:00,7460,11.71,209.1,16.26,23.92,41.85,29.65,50.52,13.63
57,4/1/2019 12:00,7461,12.16,202.7,17.58,23.92,43.76,29.63,54.06,13.63
58,4/1/2019 13:00,7462,13.52,203.8,18.08,26.73,45.58,29.6,57.23,13.47
59,4/1/2019 14:00,7463,15.16,207.1,16.39,26.06,46.38,29.57,57.36,13.47
60,4/1/2019 15:00,7464,14.13,204.4,17.97,29.88,47.16,29.54,57.23,13.63
61,4/1/2019 16:00,7465,15,207.4,16.38,27.08,47.17,29.52,56.76,13.47
62,4/1/2019 17:00,7466,13.54,200.6,17.06,25.5,47.64,29.5,55.91,13.47
63,4/1/2019 18:00,7467,13.16,205.2,15.61,25.46,46.59,29.49,53.98,13.47
64,4/1/2019 19:00,7468,9.77,196.8,15.81,21.68,44.53,29.48,49.55,13.63
65,4/1/2019 20:00,7469,9.38,193.6,15.51,19.12,43.22,29.48,45.44,13.63
66,4/1/2019 21:00,7470,8.93,201.1,14.68,18.84,42.41,29.49,43.35,13.63
67,4/1/2019 22:00,7471,8.67,201.7,14.83,15.72,42.02,29.48,42.26,13.63
68,4/1/2019 23:00,7472,9.68,210.1,13.47,17.33,42.22,29.47,42.11,13.63
69,4/2/2019 0:00,7473,10.21,212.8,13.79,19.05,41.76,29.46,42.18,13.62
70,4/2/2019 1:00,7474,9.55,210.5,14.09,19.82,41.47,29.44,41.87,13.62
71,4/2/2019 2:00,7475,10.47,210.8,13.34,20.38,41.47,29.43,41.56,13.63
72,4/2/2019 3:00,7476,9.27,215.4,14.84,19.16,41.27,29.41,41.52,13.63
73,4/2/2019 4:00,7477,9.27,215.5,13.92,17.58,40.68,29.4,41.21,13.63
74,4/2/2019 5:00,7478,9.31,215.5,13.06,17.51,40.16,29.39,40.55,13.63
75,4/2/2019 6:00,7479,8.84,215.1,13.59,16.67,39.44,29.39,39.74,13.62
76,4/2/2019 7:00,7480,8.75,208.5,13.97,16.28,39.85,29.39,40.78,13.63
77,4/2/2019 8:00,7481,10.16,213.4,14.23,19.86,42.1,29.38,43.67,13.62
78,4/2/2019 9:00,7482,9.46,216.1,16.1,20.7,44.61,29.37,51.3,13.62
79,4/2/2019 10:00,7483,9.57,219.6,17.85,17.23,49.03,29.35,57.7,13.63
80,4/2/2019 11:00,7484,11.14,216.9,17.17,24.52,52.63,29.33,65.22,13.64
81,4/2/2019 12:00,7485,14.14,227.5,18.79,28.3,54.87,29.31,66.48,13.64
82,4/2/2019 13:00,7486,15.36,223.5,18.51,29.14,55.54,29.3,64.25,13.47
83,4/2/2019 14:00,7487,15.37,236.1,17.93,29.95,55.27,29.28,65.36,13.47
84,4/2/2019 15:00,7488,13.92,254.4,15.3,26.2,52.14,29.3,61.23,13.47
85,4/2/2019 16:00,7489,14.53,258.9,14.49,26.83,49.64,29.31,56.08,13.47
86,4/2/2019 17:00,7490,13.13,259.5,14.23,23.36,49.41,29.33,53.43,13.64
87,4/2/2019 18:00,7491,12.74,261.5,13.66,22.98,48.59,29.34,52.07,13.64
88,4/2/2019 19:00,7492,11.84,252.3,12.74,21.85,46.7,29.34,50.85,13.63
89,4/2/2019 20:00,7493,8.29,252.6,12.39,15.83,45.11,29.37,47.26,13.63
90,4/2/2019 21:00,7494,7.152,255.4,12.71,12.85,44.16,29.39,45,13.63
91,4/2/2019 22:00,7495,7.373,239.9,14.66,12.71,43.41,29.4,43.55,13.63
92,4/2/2019 23:00,7496,6.61,232.3,14.47,12.5,42.47,29.41,42.53,13.63
93,4/3/2019 0:00,7497,7.139,227.2,16.13,14.14,41.85,29.42,41.68,13.63
94,4/3/2019 1:00,7498,7.604,230.8,14.94,13.65,40.9,29.43,40.94,13.63
95,4/3/2019 2:00,7499,7.56,239.5,13.33,14.39,40.77,29.44,40.36,13.63
96,4/3/2019 3:00,7500,9.51,265,12.83,16.63,42.47,29.46,41.17,13.63
97,4/3/2019 4:00,7501,8.71,271.7,10.42,15.72,41.44,29.49,41.17,13.63
98,4/3/2019 5:00,7502,6.361,272.6,11.94,12.22,40.34,29.52,40.36,13.63
99,4/3/2019 6:00,7503,3.61,243,25.71,7.695,38.49,29.54,39.04,13.62
100,4/3/2019 7:00,7504,4.07,248.4,18.61,7.625,39.01,29.58,38.12,13.63
101,4/3/2019 8:00,7505,6.482,295.1,20.38,10.92,42.1,29.61,41.44,13.63
102,4/3/2019 9:00,7506,4.738,309.9,31.71,11.09,44.72,29.62,52.61,13.63
103,4/3/2019 10:00,7507,6.62,70.42,54.6,11.59,46.16,29.64,61.15,13.63
104,4/3/2019 11:00,7508,8.33,78.95,16.96,14.42,45.35,29.65,65.64,13.64
105,4/3/2019 12:00,7509,8.16,87.5,17.73,14.49,46.7,29.64,67.52,13.64
106,4/3/2019 13:00,7510,7.18,89.6,31.96,14.07,50.62,29.62,70.02,13.64
107,4/3/2019 14:00,7511,10.84,251.8,24.6,23.05,56.87,29.59,69.29,13.65
108,4/3/2019 15:00,7512,11.75,243.2,17.56,21.29,57.62,29.59,68.33,13.65
109,4/3/2019 16:00,7513,11.74,256.7,17.19,21.64,57.55,29.59,66.24,13.63
110,4/3/2019 17:00,7514,10.73,258.5,14.8,19.65,57.46,29.59,62.62,13.64
111,4/3/2019 18:00,7515,7.043,260.4,13.78,14.04,56.55,29.59,60.04,13.63
112,4/3/2019 19:00,7516,8.99,246.1,18.15,22.06,55.58,29.61,58.21,13.63
113,4/3/2019 20:00,7517,9.46,256.7,15.47,18.03,53.5,29.65,56.71,13.63
114,4/3/2019 21:00,7518,6.333,249.7,21.26,12.99,51.36,29.67,54.27,13.63
115,4/3/2019 22:00,7519,1.695,137.5,83.9,3.91,50.36,29.66,51.09,13.63
116,4/3/2019 23:00,7520,1.384,77.57,69.97,4.155,49.89,29.66,50.85,13.64
117,4/4/2019 0:00,7521,0.761,287.9,43.08,3.279,48.73,29.69,50.81,13.63
118,4/4/2019 1:00,7522,1.268,9.4,53.08,2.788,47.21,29.69,49.43,13.63
119,4/4/2019 2:00,7523,1.771,48.58,44.41,4.365,46.97,29.69,48.38,13.62
120,4/4/2019 3:00,7524,2.003,82.2,34.08,4.506,45.48,29.69,47.78,13.62
121,4/4/2019 4:00,7525,3.498,46.11,17.58,7.485,43.91,29.68,46.86,13.62
122,4/4/2019 5:00,7526,3.493,62.72,21.26,7.52,43.89,29.69,45.59,13.62
123,4/4/2019 6:00,7527,3.218,76.65,18.85,6.328,43.42,29.7,44.92,13.63
124,4/4/2019 7:00,7528,5.786,74.11,17.96,12.15,42.54,29.72,44.42,13.63
125,4/4/2019 8:00,7529,5.768,91.7,18.52,11.55,41.3,29.72,43.98,13.63
126,4/4/2019 9:00,7530,5.975,84.7,17.15,11.8,42,29.71,44.69,13.63
127,4/4/2019 10:00,7531,7.041,78.87,16.85,14.18,42.99,29.7,46.47,13.63
128,4/4/2019 11:00,7532,6.865,82.4,17.45,13.55,42.82,29.69,46.86,13.63
129,4/4/2019 12:00,7533,8.88,68.5,14.88,17.54,41.5,29.66,46.51,13.63
130,4/4/2019 13:00,7534,9.11,74.58,14.47,15.9,42.03,29.64,46.19,13.63
131,4/4/2019 14:00,7535,7.901,73.82,15.94,15.05,42.28,29.63,45.83,13.62
132,4/4/2019 15:00,7536,6.358,56.8,19.05,13.62,42.01,29.61,45.71,13.62
133,4/4/2019 16:00,7537,5.936,63.62,16.55,12.46,41.8,29.6,45.04,13.63
134,4/4/2019 17:00,7538,7.897,76.13,18.58,16.04,42.06,29.59,44.77,13.63
135,4/4/2019 18:00,7539,8.38,77.97,15.15,17.51,41.68,29.58,44.37,13.63
136,4/4/2019 19:00,7540,7.584,86.1,16.15,18.45,41.33,29.57,43.51,13.63
137,4/4/2019 20:00,7541,7.862,94.6,16.98,16.25,41.36,29.56,42.53,13.63
138,4/4/2019 21:00,7542,7.2,93.7,17.35,14.18,40.67,29.56,42.06,13.63
139,4/4/2019 22:00,7543,6.622,96,19.45,13.16,40.06,29.55,41.64,13.62
140,4/4/2019 23:00,7544,5.613,101.8,22.6,13.9,40.68,29.53,41.33,13.62
141,4/5/2019 0:00,7545,4.693,101.7,22.8,10.32,40.72,29.52,41.83,13.63
142,4/5/2019 1:00,7546,4.801,90.1,19.37,9.48,40.72,29.5,41.99,13.63
143,4/5/2019 2:00,7547,4.338,114.3,29.54,13.2,40.78,29.47,42.03,13.63
144,4/5/2019 3:00,7548,4.201,129.9,20.3,9.8,40.78,29.45,42.3,13.63
145,4/5/2019 4:00,7549,4.257,148.2,21.6,9.55,40.81,29.44,42.53,13.62
146,4/5/2019 5:00,7550,2.665,127.9,32.07,6.188,41.4,29.44,43,13.63
147,4/5/2019 6:00,7551,3.439,55.33,18.12,6.153,40,29.44,43,13.63
148,4/5/2019 7:00,7552,3.197,36.12,18.6,5.242,40.14,29.44,42.73,13.63
149,4/5/2019 8:00,7553,3.346,76.08,15.68,5.662,40.66,29.44,44.45,13.63
150,4/5/2019 9:00,7554,3.6,72.72,12.36,5.522,41.21,29.44,47.1,13.63
151,4/5/2019 10:00,7555,4.119,71.55,12.55,6.013,42.04,29.45,49.31,13.63
152,4/5/2019 11:00,7556,3.604,51.46,24.54,6.293,43.01,29.46,50.85,13.63
153,4/5/2019 12:00,7557,4.058,71.38,18.6,6.468,45.12,29.46,58.34,13.63
154,4/5/2019 13:00,7558,4.692,44.13,21.36,8.4,46.25,29.45,62.21,13.64
155,4/5/2019 14:00,7559,6.808,57,19.52,11.76,46.2,29.44,65.41,13.62
156,4/5/2019 15:00,7560,6.207,70.36,14.57,10.04,46.79,29.43,62.98,13.62
157,4/5/2019 16:00,7561,6.852,70.64,14.48,11.2,45.52,29.43,63.12,13.64
158,4/5/2019 17:00,7562,5.602,87.8,17.44,9.8,43.61,29.43,59.65,13.64
159,4/5/2019 18:00,7563,3.533,80.8,18.44,8.5,44.29,29.43,52.49,13.63
160,4/5/2019 19:00,7564,2.573,62.01,32.08,5.627,44.04,29.44,49.39,13.63
161,4/5/2019 20:00,7565,3.494,63.16,28.68,6.678,43.52,29.46,47.78,13.63
162,4/5/2019 21:00,7566,3.185,66.37,24.87,6.223,42.85,29.48,46.79,13.63
163,4/5/2019 22:00,7567,2.423,97.6,37.57,4.856,43.66,29.48,46.35,13.63
164,4/5/2019 23:00,7568,2.379,92.9,36.87,5.417,42.51,29.48,45.91,13.63
165,4/6/2019 0:00,7569,1.876,103.5,41.27,5.207,42.19,29.48,44.18,13.63
166,4/6/2019 1:00,7570,0.758,211.7,43.11,1.842,41.6,29.48,42.42,13.63
167,4/6/2019 2:00,7571,1.525,206.5,37.88,3.139,41.85,29.48,41.52,13.63
168,4/6/2019 3:00,7572,1.329,220,44.27,3.384,41.72,29.47,41.52,13.63
169,4/6/2019 4:00,7573,1.035,308.7,56.58,2.473,41.44,29.47,40.94,13.63
170,4/6/2019 5:00,7574,1.036,71.13,51.81,2.613,41.38,29.47,41.02,13.63
171,4/6/2019 6:00,7575,0.836,48.66,42.98,2.052,40.86,29.49,40.75,13.63
172,4/6/2019 7:00,7576,0.861,278,25.08,1.842,42.32,29.52,43.47,13.63
173,4/6/2019 8:00,7577,2.044,67.19,23.67,4.05,47.14,29.53,49.31,13.63
174,4/6/2019 9:00,7578,3.22,66.85,18.95,7.59,50.62,29.53,59.73,13.64
175,4/6/2019 10:00,7579,5.249,77.45,12.65,9.03,47.78,29.54,65.26,13.64
176,4/6/2019 11:00,7580,5.343,62.86,20.06,10.46,50.88,29.53,71.75,13.64
177,4/6/2019 12:00,7581,6.668,51.16,19.07,10.25,50.74,29.51,72.96,13.64
178,4/6/2019 13:00,7582,6.587,59.31,19.25,11.62,51.36,29.5,68.38,13.64
179,4/6/2019 14:00,7583,6.398,83.8,17.73,11.06,50.49,29.47,70.51,13.64
180,4/6/2019 15:00,7584,8.53,84.9,15.47,15.62,49.91,29.45,70.61,13.64
181,4/6/2019 16:00,7585,7.391,84.3,17.7,14.95,49.15,29.44,67.85,13.64
182,4/6/2019 17:00,7586,6.251,79.16,16.67,11.83,48.79,29.42,64.99,13.64
183,4/6/2019 18:00,7587,6.463,91.8,14.9,11.8,48.94,29.41,59.91,13.64
184,4/6/2019 19:00,7588,5.246,91.1,16.4,10.74,48.22,29.41,55.66,13.63
185,4/6/2019 20:00,7589,1.549,69.38,19.31,4.26,47.98,29.43,50.48,13.63
186,4/6/2019 21:00,7590,3.659,132.3,28.97,8.57,53.52,29.42,51.67,13.62
187,4/6/2019 22:00,7591,3.761,148.8,12.92,7.835,57.89,29.41,54.27,13.63
188,4/6/2019 23:00,7592,3.882,143.9,12.86,8.96,57.05,29.4,54.65,13.63
189,4/7/2019 0:00,7593,5.281,156.2,13.68,10.22,57.29,29.39,55.53,13.63
190,4/7/2019 1:00,7594,4.35,168.5,15.74,8.36,56.07,29.38,55.57,13.64
191,4/7/2019 2:00,7595,4.075,169.7,15.73,7.379,54.87,29.37,54.94,13.63
192,4/7/2019 3:00,7596,2.868,145.4,15.28,5.872,53.61,29.35,53.56,13.64
193,4/7/2019 4:00,7597,4.291,140.5,14.89,10.15,54.22,29.33,53.6,13.64
194,4/7/2019 5:00,7598,4.536,155.9,16.04,10.5,54.44,29.32,54.06,13.63
195,4/7/2019 6:00,7599,3.743,152.5,16.72,8.01,53.64,29.31,53.85,13.64
196,4/7/2019 7:00,7600,6.116,164.5,14.06,11.09,54.73,29.31,55.61,13.64
197,4/7/2019 8:00,7601,6.135,167.2,14.16,13.16,56.34,29.29,58.52,13.64
198,4/7/2019 9:00,7602,5.114,173.6,16.74,9.83,57.37,29.27,59.52,13.63
199,4/7/2019 10:00,7603,5.934,196.3,19.2,12.15,59.24,29.25,63.61,13.63
200,4/7/2019 11:00,7604,7.645,198,19.62,14.88,63.11,29.22,76.55,13.63
201,4/7/2019 12:00,7605,8.65,199.2,19.97,17.16,67.05,29.18,77.88,13.65
202,4/7/2019 13:00,7606,8.45,192.3,21.35,16.18,68.51,29.15,77.99,13.65
203,4/7/2019 14:00,7607,8.75,201.3,21.07,20.38,69.3,29.12,77.67,13.65
204,4/7/2019 15:00,7608,11.97,217.3,15.94,23.4,68.01,29.11,75.33,13.47
205,4/7/2019 16:00,7609,12.45,211.8,14.41,23.19,68.41,29.1,75.07,13.64
206,4/7/2019 17:00,7610,11.78,211.7,14.64,25.46,69.07,29.09,75.02,13.65
207,4/7/2019 18:00,7611,13.46,212.7,13.12,24.52,68.33,29.07,73.52,13.47
208,4/7/2019 19:00,7612,11.54,243.5,17.64,21.71,66.41,29.09,70.41,13.65
209,4/7/2019 20:00,7613,13.53,270.9,12.77,25.6,65.26,29.13,67.56,13.47
210,4/7/2019 21:00,7614,10.34,276.2,11.92,21.96,62.97,29.16,65.83,13.65
211,4/7/2019 22:00,7615,8.07,271.6,11.16,17.79,61.73,29.18,63.25,13.64
212,4/7/2019 23:00,7616,5.659,251.6,18.85,11.59,60.39,29.19,61.5,13.64
213,4/8/2019 0:00,7617,3.679,223,14.79,6.678,58.91,29.19,60.44,13.63
214,4/8/2019 1:00,7618,2.232,223.3,18.39,5.277,58.27,29.19,59.52,13.64
215,4/8/2019 2:00,7619,3.201,230.9,15.95,6.538,57.05,29.2,58.52,13.63
216,4/8/2019 3:00,7620,4.05,239.1,26.36,9.17,57.05,29.21,57.74,13.63
217,4/8/2019 4:00,7621,3.115,238.5,16.2,6.959,55.59,29.21,57.14,13.64
218,4/8/2019 5:00,7622,3.727,265.9,17.02,7.555,55.35,29.23,55.57,13.64
219,4/8/2019 6:00,7623,3.412,286.3,11.15,5.136,54.72,29.24,54.6,13.64
220,4/8/2019 7:00,7624,3.723,289.7,10.33,7.029,55.51,29.24,55.66,13.64
221,4/8/2019 8:00,7625,4.541,316.6,23.4,8.99,57.68,29.25,59.65,13.63
222,4/8/2019 9:00,7626,3.797,8.57,57.03,8.4,60.02,29.25,68.86,13.64
223,4/8/2019 10:00,7627,6.226,71.54,16.02,10.29,59.48,29.24,74.29,13.63
224,4/8/2019 11:00,7628,6.339,65.47,16.18,10.04,58.52,29.25,78.16,13.63
225,4/8/2019 12:00,7629,7.45,72.25,11.94,11.16,58.21,29.25,80.1,13.64
226,4/8/2019 13:00,7630,7.945,82.2,15.46,13.44,58.84,29.24,80.3,13.64
227,4/8/2019 14:00,7631,7.616,86.4,14.58,12.53,61.35,29.21,80.2,13.64
228,4/8/2019 15:00,7632,7.686,85.3,14.6,13.51,61.9,29.18,80,13.64
229,4/8/2019 16:00,7633,6.662,86,15.19,11.2,62.61,29.16,79.09,13.64
230,4/8/2019 17:00,7634,4.725,90,19.25,10.08,62.69,29.13,78.05,13.64
231,4/8/2019 18:00,7635,5.01,173.7,91.2,16.04,66.76,29.12,76.28,13.64
232,4/8/2019 19:00,7636,9.5,214.1,11.63,16.6,69.25,29.11,74.65,13.63
233,4/8/2019 20:00,7637,7.276,216.5,14.17,14.7,66.57,29.12,69.53,13.63
234,4/8/2019 21:00,7638,9.04,215.6,13.6,16.42,66,29.11,66.24,13.63
235,4/8/2019 22:00,7639,7.443,228.5,15.84,16.84,65.51,29.1,65.08,13.65
236,4/8/2019 23:00,7640,10.14,246.1,17.47,17.96,64.79,29.11,64.57,13.65
237,4/9/2019 0:00,7641,10.76,291,17.96,18.77,64.58,29.14,64.3,13.65
238,4/9/2019 1:00,7642,11.17,347.3,27.39,31.56,59.51,29.17,63.61,13.64
239,4/9/2019 2:00,7643,8.26,6.721,21.55,20.45,53.35,29.2,59.25,13.63
240,4/9/2019 3:00,7644,5.293,30.5,20.83,11.37,49.03,29.21,54.19,13.64
241,4/9/2019 4:00,7645,1.934,297,77.13,5.066,47.48,29.21,49.43,13.63
242,4/9/2019 5:00,7646,1.042,275.7,47.49,3.419,47.19,29.21,46.75,13.64
243,4/9/2019 6:00,7647,1.187,288.2,30.55,2.683,46.51,29.22,45.04,13.63
244,4/9/2019 7:00,7648,4.558,303,16.84,10.78,50.84,29.24,48.86,13.63
245,4/9/2019 8:00,7649,6.889,356.2,27.43,14.32,54.19,29.25,53.06,13.64
246,4/9/2019 9:00,7650,8.13,22.29,18.11,16.18,54.4,29.25,60.66,13.64
247,4/9/2019 10:00,7651,8.58,34.74,15.5,13.58,54.61,29.26,65.87,13.64
248,4/9/2019 11:00,7652,7.694,65.82,18.86,12.81,54.76,29.26,74.24,13.64
249,4/9/2019 12:00,7653,8.07,83,17.83,14.56,55.17,29.24,76.76,13.64
250,4/9/2019 13:00,7654,9.19,85.1,15.27,14.67,55,29.23,76.44,13.64
251,4/9/2019 14:00,7655,7.88,87.7,16.41,13.58,57.59,29.21,77.18,13.64
252,4/9/2019 15:00,7656,6.051,85.4,18.21,10.22,60.33,29.19,76.97,13.64
253,4/9/2019 16:00,7657,5.952,80,31.93,13.55,60.87,29.18,76.28,13.65
254,4/9/2019 17:00,7658,8.63,344.9,62.24,24.45,63.7,29.17,76.55,13.64
255,4/9/2019 18:00,7659,11.44,309.5,17.1,23.64,64.66,29.18,73.32,13.47
256,4/9/2019 19:00,7660,9.45,285.6,15.3,18.63,63.12,29.18,67.66,13.63
257,4/9/2019 20:00,7661,7.975,277.9,9.56,14.81,62.08,29.19,63.66,13.64
258,4/9/2019 21:00,7662,11.94,319.5,50.86,31.42,55.09,29.22,61.1,13.47
259,4/9/2019 22:00,7663,14.53,15.53,16.98,28.9,42.67,29.29,55.23,13.64
260,4/9/2019 23:00,7664,12.72,15.71,18.05,24.41,42.08,29.31,46.55,13.63
261,4/10/2019 0:00,7665,12.49,19.64,16.09,22.8,41.47,29.33,43.39,13.63
262,4/10/2019 1:00,7666,11.78,16.83,16.58,22.06,39.97,29.35,42.18,13.62
263,4/10/2019 2:00,7667,10.9,17.51,16.07,19.51,38.19,29.35,41.09,13.63
264,4/10/2019 3:00,7668,10.79,17.51,15.87,21.15,37.07,29.35,39.35,13.63
265,4/10/2019 4:00,7669,12.01,19.03,15.56,22.38,36.29,29.35,38.16,13.63
266,4/10/2019 5:00,7670,12.89,21.85,15.89,23.54,35.82,29.34,37.42,13.63
267,4/10/2019 6:00,7671,12.2,24.54,15.26,22.41,35.84,29.36,37.73,13.63
268,4/10/2019 7:00,7672,12.17,29.57,14.71,21.12,35.94,29.38,38.66,13.62
269,4/10/2019 8:00,7673,9.83,33.17,14.82,16.39,36.68,29.39,40.09,13.63
270,4/10/2019 9:00,7674,10.21,44.15,16.41,18.63,37.42,29.38,41.6,13.63
271,4/10/2019 10:00,7675,9.53,40.52,17.31,17.51,38.11,29.39,42.69,13.63
272,4/10/2019 11:00,7676,10.1,42.22,17.12,20.31,38.46,29.39,44.33,13.63
273,4/10/2019 12:00,7677,10.53,47.98,17.02,20,38.02,29.36,44.33,13.63
274,4/10/2019 13:00,7678,8.98,35.46,16.36,16.46,37.38,29.36,41.6,13.62
275,4/10/2019 14:00,7679,11.41,40.25,16.44,22.06,38.47,29.34,42.22,13.61
276,4/10/2019 15:00,7680,10.36,47.07,16.32,23.26,39.68,29.31,43.63,13.63
277,4/10/2019 16:00,7681,11.89,43.06,14.94,22.59,39.66,29.29,42.5,13.63
278,4/10/2019 17:00,7682,12.68,55.38,16.19,26.23,40.85,29.28,43,13.63
279,4/10/2019 18:00,7683,14.41,63.56,15.85,26.48,40.68,29.27,43,13.46
280,4/10/2019 19:00,7684,12.8,65.17,14.78,24.06,40.68,29.28,42.61,13.63
281,4/10/2019 20:00,7685,14.44,66.49,14.75,28.72,40.68,29.28,42.22,13.46
282,4/10/2019 21:00,7686,14.49,68.21,15.12,28.2,40.67,29.28,42.22,13.46
283,4/10/2019 22:00,7687,14.54,66.26,15.21,27.5,40.14,29.27,42.18,13.46
284,4/10/2019 23:00,7688,14.71,64.51,15.43,27.29,39.78,29.26,41.99,13.46
285,4/11/2019 0:00,7689,14.85,68.32,14.7,29.14,39.79,29.25,41.68,13.46
286,4/11/2019 1:00,7690,13.46,75.4,15.06,25.04,40.4,29.22,41.52,13.63
287,4/11/2019 2:00,7691,13.21,80.5,16.55,24.83,40.68,29.21,41.71,13.63
288,4/11/2019 3:00,7692,13.86,90.6,17.11,27.71,40.48,29.2,41.64,13.46
289,4/11/2019 4:00,7693,11.94,84.9,17.91,22.27,39.89,29.18,41.41,13.63
290,4/11/2019 5:00,7694,12.17,78.59,16.04,22.84,39.89,29.19,41.06,13.63
291,4/11/2019 6:00,7695,13.05,77.22,16.49,24.55,39.96,29.18,40.78,13.63
292,4/11/2019 7:00,7696,12.11,84.2,17.76,24.2,40.61,29.16,42.45,13.63
293,4/11/2019 8:00,7697,11.73,86.4,16.46,23.15,41.28,29.13,45.04,13.63
294,4/11/2019 9:00,7698,10.94,84.7,16.84,21.96,43.45,29.1,51.46,13.63
295,4/11/2019 10:00,7699,10.23,71.16,14.78,19.16,44.97,29.1,55.32,13.63
296,4/11/2019 11:00,7700,9.17,60,16.87,17.12,46.07,29.08,57.18,13.64
297,4/11/2019 12:00,7701,9.52,59.83,16.43,17.72,47.92,29.05,61.32,13.64
298,4/11/2019 13:00,7702,10.31,67.74,16.24,20.7,49.55,29.01,65.41,13.64
299,4/11/2019 14:00,7703,10.1,73.56,16.34,18.38,51.19,28.98,67.52,13.64
300,4/11/2019 15:00,7704,9.16,88.4,16.98,22.1,56.44,28.95,69.83,13.64
301,4/11/2019 16:00,7705,7.459,89.7,19.8,14.77,56.37,28.93,69.73,13.63
302,4/11/2019 17:00,7706,6.351,90.2,34.18,18.31,57.66,28.92,64.48,13.64
303,4/11/2019 18:00,7707,5.584,93.2,28.19,18.94,59.75,28.92,63.75,13.64
304,4/11/2019 19:00,7708,5.191,93.3,25.93,14.53,56.55,28.91,61.68,13.64
305,4/11/2019 20:00,7709,6.223,123,24.07,16.98,61.63,28.89,61.19,13.64
306,4/11/2019 21:00,7710,11.52,149.6,17.73,26.73,60.99,28.88,61.54,13.64
307,4/11/2019 22:00,7711,5.764,185.1,87.9,19.86,60.3,28.9,61.86,13.64
308,4/11/2019 23:00,7712,3.911,349.1,97.3,13.83,56.37,28.93,61.01,13.64
309,4/12/2019 0:00,7713,3.786,338.5,85,15.02,53.22,28.93,57.57,13.63
310,4/12/2019 1:00,7714,5.031,268,33.07,11.76,54.72,28.92,55.57,13.63
311,4/12/2019 2:00,7715,5.529,224.1,29.64,12.64,53.81,28.92,54.98,13.63
312,4/12/2019 3:00,7716,7.006,192.3,21.49,16.88,51.88,28.94,53.73,13.64
313,4/12/2019 4:00,7717,9.13,244.8,22.71,25.01,49.49,28.95,52.32,13.63
314,4/12/2019 5:00,7718,8.74,240.6,18.08,16.7,47.25,28.97,48.82,13.63
315,4/12/2019 6:00,7719,10.34,233.6,15.18,20.45,45.56,28.99,47.1,13.63
316,4/12/2019 7:00,7720,12.29,218.5,15.96,27.95,44.48,29.01,46.55,13.46
317,4/12/2019 8:00,7721,14.61,219.6,16.44,31.98,43.93,29.04,45.48,13.46
318,4/12/2019 9:00,7722,17.62,225,17.76,33.07,45.51,29.04,50.73,14.67
319,4/12/2019 10:00,7723,17.78,226.7,16.63,32.96,47.16,29.05,55.36,14.16
320,4/12/2019 11:00,7724,17.93,226.8,17.95,36.85,48.47,29.06,58.69,13.47
321,4/12/2019 12:00,7725,19.33,218.7,16.58,38.57,49.31,29.08,60,14.69
322,4/12/2019 13:00,7726,21.12,216.6,16.32,39.2,50.87,29.1,61.41,14.68
323,4/12/2019 14:00,7727,20.23,229.8,18.25,36.82,52.18,29.13,62.26,13.47
324,4/12/2019 15:00,7728,19.63,226.6,17.25,38.96,52.47,29.15,62.21,14.08
325,4/12/2019 16:00,7729,19.67,236.5,17.74,38.92,52.57,29.17,60.92,13.48
326,4/12/2019 17:00,7730,16.73,235.2,16.86,37.83,52.02,29.2,60.31,13.47
327,4/12/2019 18:00,7731,16.33,240.4,17.62,32.47,51.36,29.23,56.84,13.47
328,4/12/2019 19:00,7732,14.17,248.3,12.88,30.16,50.05,29.25,55.32,13.47
329,4/12/2019 20:00,7733,11.3,245.8,12.95,21.26,48.61,29.27,50.97,13.63
330,4/12/2019 21:00,7734,12.18,264.8,13.19,22.84,46.9,29.3,48.66,13.63
331,4/12/2019 22:00,7735,10.5,265.7,12.82,18.66,44.94,29.32,46.86,13.63
332,4/12/2019 23:00,7736,11.1,272.1,11.95,19.89,43.34,29.34,44.89,13.63
333,4/13/2019 0:00,7737,8.86,271.3,11.18,16.67,41.63,29.35,43.04,13.63
334,4/13/2019 1:00,7738,8.71,258.8,15.39,19.12,40.68,29.36,41.25,13.63
335,4/13/2019 2:00,7739,9.84,257,14.52,19.19,40.26,29.37,40.28,13.63
